CS260-Lecture2-Introduction HCI 	LogResource
CS260-Lecture-10b-HCI Projects 	LogResource
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
CS260-Lecture-7-The Computer 	LogResource
CS260-Lecture-12-13-Prototyping 	LogResource
CS260-Lecture3-Designof EverydayThings 	LogResource
CS260-Lecture4-6-TheHuman 	LogResource
CS260-Lecture11-UCD 	LogResource
CS260-Lecture-10b-HCI Projects 	LogResource
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
CS260-Lecture-7-The Computer 	LogResource
CS260-Lecture-12-13-Prototyping 	LogResource
CS260-Lecture3-Designof EverydayThings 	LogResource
CS260-Lecture4-6-TheHuman 	LogResource
CS260-Lecture11-UCD a	LogResource
CS260-Lecture2-Introduction HCI.	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
News 	LogResource
Learning course 	LogResource
Project across section? 	LogResource
13317 	LogResource
Confusing FORUM Button 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
News forum 	LogResource
Learning course 	LogResource
Project across section? 	LogResource
13317 	LogResource
Confusing FORUM Button 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
News forum 	LogResource
Learning course 	LogResource
Project across section? 	LogResource
13317 	LogResource
Confusing FORUM Button 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
News forum 	LogResource
Learning course 	LogResource
Project across section? 	LogResource
13317 	LogResource
M	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
News forum 	LogResource
Learning course 	LogResource
Project across section? 	LogResource
13317 	LogResource
Confusing FORUM Button 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
News forum 	LogResource
Learning course 	LogResource
Project across section? 	LogResource
13317 	LogResource
Confusing FORUM Button 	LogResource
Understandable/Confusing Design 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
News forum 	LogResource
News forum 	LogResource
Learning course 	LogResource
Learning course 	LogResource
Project across section? 	LogResource
Project across section? 	LogResource
13317 	LogResource
13317 	LogResource
Confusing FORUM Button 	LogResource
Confusing FORUM Button.	LogResource
Confusing Design 	LogResource
Confusing Points Table 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
Confusing Design 	LogResource
Confusing Design 	LogResource
Confusing Points Table 	LogResource
Confusing Points Table 	LogResource
Understandable/Confusing Design 	LogResource
derstandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
CS260 Human Computer Interaction 	LogResource
Confusing Design 	LogResource
Confusing Points Table 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
Confusing Design 	LogResource
Confusing Points Table 	LogResource
Understandable/Confusing Design 	LogResource
CS260 Human Computer Interaction 	LogResource
Confusing Design 	LogResource
Confusing Points Table 	LogResource
Understandable/Confusing Design 	LogResource
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
Understandable/Confusing Design 	LogResource
Web Browsers tabs issue 	LogResource
Understandable/Confusing Design 	LogResource
Web Browsers tabs issue.	LogResource
Understandable/Confusing Design 	LogResource
Web Browsers tabs issue 	LogResource
Understandable/Confusing Design 	LogResource
Web Browsers tabs issue.	LogResource
CS260 Human Computer Interaction 	LogResource
Understandable/Confusing Design 	LogResource
HCI 	LogResource
Forum posts Description 	LogResource
Web Browsers tabs issue 	LogResource
bad design 	LogResource
CS260 Human Computer Interaction 	LogResource
CS260 Human Computer Interaction 	LogResource
Understandable/Confusing Design 	LogResource
Understandable/Confusing Design 	LogResource
HCI 	LogResource
HCI 	LogResource
Forum posts Description 	LogResource
Forum posts Description 	LogResource
Web Browsers tabs issue 	LogResource
Web Browsers tabs issue 	LogResource
bad design 	LogResource
bad design 	LogResource
CS260 Human Computer Interaction 	LogResource
Understandable/Confusing Design 	LogResource
HCI 	LogResource
Forum posts Description 	LogResource
Web Browsers tabs issue 	LogResource
bad design 	LogResource
60 Human Computer Interaction 	LogResource
Understandable/Confusing Design 	LogResource
HCI 	LogResource
rum posts Description 	LogResource
Web Browsers tabs issue 	LogResource
bad design 	LogResource
CS260 Human Computer Interaction 	LogResource
Understandable/Confusing Design 	LogResource
HCI 	LogResource
Forum posts Description 	LogResource
Web Browsers tabs issue 	LogResource
bad design 	LogResource
CS260 Human Computer Interaction 	LogResource
Understandable/Confusing Design 	LogResource
HCI 	LogResource
Forum posts Description 	LogResource
Web Browsers tabs issue 	LogResource
bad design.	LogResource
forum discussion 	LogInformation
AS 	LogUser
added 	LogAction
added 	LogAction
forum discussion 	LogInformation
AS 	LogUser
AS 	LogUser
added 	LogAction
forum discussion 	LogInformation
forum discussion 	LogInformation
added 	LogAction
AS 	LogUser
forum discussion 	LogInformation
added 	LogAction
AS 	LogUser
forum discussion 	LogInformation
added 	LogAction
viewed 	LogAction
forum discussion 	LogInformation
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum discussion 	LogInformation
forum topic 	LogInformation
SMH 	LogUser
viewed 	LogAction
viewed 	LogAction
SMH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AS 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AS 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AS 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AS 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum topic 	LogInformation
M	LogUser
viewed 	LogAction
AS 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SMH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AS 	LogUser
course 	LogInformation
viewed 	LogAction
SA 	LogUser
course 	LogInformation
viewed 	LogAction
SA 	LogUser
course 	LogInformation
viewed 	LogAction
SA 	LogUser
course 	LogInformation
M	LogInformation
SA 	LogUser
viewed 	LogAction
course 	LogInformation
viewed 	LogAction
course 	LogInformation
viewed 	LogAction
SA 	LogUser
forum discussion 	LogInformation
added 	LogAction
ML 	LogUser
forum discussion 	LogInformation
added 	LogAction
ML 	LogUser
forum topic 	LogInformation
viewed 	LogAction
ML 	LogUser
forum topic 	LogInformation
viewed 	LogAction
ML 	LogUser
forum discussion 	LogInformation
added 	LogAction
ML 	LogUser
forum discussion 	LogInformation
added 	LogAction
ML 	LogUser
forum topic 	LogInformation
viewed 	LogAction
ML 	LogUser
forum topic 	LogInformation
viewed 	LogAction
ML 	LogUser
viewed 	LogAction
AUM 	LogUser
course 	LogInformation
viewed 	LogAction
AUM 	LogUser
course 	LogInformation
viewed 	LogAction
AUM 	LogUser
course 	LogInformation
viewed 	LogAction
AUM 	LogUser
updated 	LogAction
the post 	LogInformation
the post 	LogInformation
updated 	LogAction
SAEH 	LogUser
the post 	LogInformation
updated 	LogAction
SAEH 	LogUser
the post 	LogInformation
updated 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
forum discussion 	LogInformation
SAEH 	LogUser
added 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
KK 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
KK 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
KK 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
KK 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
added 	LogAction
forum discussion 	LogInformation
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
CS260 Human Computer Interaction	LogResource
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
added 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
SAEH 	LogUser
added 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAE	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
Confusing FORUM Button 	LogResource
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
SAEH 	LogUser
viewed 	LogAction
 t	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
course 	LogInformation
viewed 	LogAction
SAEH 	LogUser
viewed 	LogAction
course 	LogInformation
SAEH 	LogUser
course 	LogInformation
viewed 	LogAction
SAEH 	LogUser
course 	LogInformation
viewed 	LogAction
SAEH 	LogUser
course 	LogInformation
viewed 	LogAction
SAEH 	LogUser
course 	LogUser
viewed 	LogAction
SAEH 	LogUser
course 	LogInformation
SAEH 	LogUser
viewed 	LogAction
viewed 	LogAction
course 	LogInformation
SAEH 	LogUser
SAEH 	LogUser
viewed 	LogAction
course 	LogInformation
forum topic 	LogInformation
viewed 	LogAction
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SAEH 	LogUser
resource 	LogInformation
viewed 	LogAction
MA 	LogUser
resource 	LogInformation
viewed 	LogAction
MA 	LogUser
CS260 Human Computer Interaction 	LogResource
resource 	LogInformation
viewed 	LogAction
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
CS260-Lecture2-Introduction HCI 	LogResource
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
viewed 	LogAction
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
MA 	LogUser
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
MA 	LogUser
resource 	LogInformation
viewed 	LogAction
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
course 	LogInformation
MA 	LogUser
viewed 	LogAction
course 	LogInformation
MA 	LogUser
course 	LogInformation
MA 	LogUser
viewed 	LogAction
viewed 	LogAction
MA 	LogUser
course 	LogInformation
MA 	LogUser
viewed 	LogAction
course 	LogInformation
viewed 	LogAction
MA 	LogUser
course 	LogInformation
viewed 	LogAction
MA 	LogUser
course 	LogUser
viewed 	LogAction
MA 	LogUser
MA 	LogUser
viewed 	LogAction
course 	LogInformation
viewed 	LogAction
MA 	LogUser
resource 	LogInformation
CS260-Lecture2-Introduction HCI 	LogResource
MA 	LogUser
resource 	LogInformation
viewed 	LogAction
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
CS260 Human Computer Interaction 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
resource 	LogInformation
viewed 	LogAction
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
resource 	LogInformation
viewed 	LogAction
MA 	LogUser
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
resource 	LogAction
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
viewed 	LogAction
MA 	LogUser
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
MA 	LogUser
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
viewed 	LogAction
MA 	LogUser
viewed 	LogAction
MA 	LogUser
resource 	LogInformation
Understandable/Confusing Design 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
e:	LogResource
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
Understandable/Confusing Design 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
General HCI Discussions 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
CS260 Human Computer Interaction 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Forum posts Description 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description.	LogResource
Understandable/Confusing Design 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
course 	LogInformation
forum topic 	LogInformation
General HCI Discussions 	LogResource
course 	LogInformation
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
course 	LogInformation
Forum posts Description 	LogResource
course 	LogInformation
Re: Forum posts Description 	LogResource
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
forum discussion 	LogInformation
General HCI Discussions 	LogInformation
forum discussion 	LogInformation
General HCI Discussions 	LogResource
forum discussion 	LogInformation
General HCI Discussions 	LogResource
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum discussion 	LogInformation
Forum posts Description 	LogResource
forum discussion 	LogInformation
Forum posts Description 	LogResource
forum discussion 	LogInformation
Forum posts Description 	LogResource
forum discussion 	LogInformation
Re: Forum posts Description 	LogResource
forum discussion 	LogInformation
Re: Forum posts Description 	LogResource
forum discussion 	LogInformation
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description.	LogResource
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
forum topic 	LogInformation
General HCI Discussions 	LogResource
forum topic 	LogInformation
General HCI Discussions 	LogResource
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum topic 	LogInformation
Forum posts Description 	LogResource
forum topic 	LogInformation
Forum posts Description 	LogResource
forum topic 	LogInformation
Re: Forum posts Description 	LogResource
forum topic 	LogInformation
Re: Forum posts Description 	LogResource
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
forum topic 	LogInformation
General HCI Discussions 	LogResource
forum topic 	LogResource
CS260 Human Computer Interaction 	LogResource
forum topic 	LogInformation
Forum posts Description 	LogResource
forum topic 	LogInformation
Re: Forum posts Description 	LogResource
course 	LogInformation
Understandable/Confusing Design 	LogResource
course 	LogInformation
General HCI Discussions 	LogResource
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
course 	LogInformation
Forum posts Description 	LogResource
course 	LogInformation
Re: Forum posts Description 	LogResource
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
forum discussion 	LogInformation
General HCI Discussions 	LogResource
forum discussion 	LogInformation
General HCI Discussions 	LogResource
forum discussion 	LogInformation
General HCI Discussions 	LogResource
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
forum discussion 	LogInformation
Forum posts Description 	LogResource
forum discussion 	LogInformation
Forum posts Description 	LogResource
forum discussion 	LogInformation
Forum posts Description 	LogResource
forum discussion 	LogInformation
Re: Forum posts Description 	LogResource
forum discussion 	LogInformation
Re: Forum posts Description 	LogResource
forum discussion 	LogInformation
Re: Forum posts Description 	LogResource
Understandable/Confusing Design 	LogResource
General HCI Discussions 	LogResource
CS260 Human Computer Interaction 	LogResource
Forum posts Description 	LogResource
Re: Forum posts Description.	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
CS260 Human Computer Interaction 	LogResource
HM 	LogUser
added 	LogAction
assignment 	LogInformation
Assignment2 	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
Assignment2 	LogResource
HM 	LogUser
added 	LogAction
assignment 	LogInformation
CS260-Lecture-33-35-AdaptiveUserInterfaces 	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
CS260-Lecture-33-35-AdaptiveUserInterfaces 	LogResource
HM 	LogUser
added 	LogAction
assignment 	LogInformation
CS260-Lecture28-29-DesignRules 	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
CS260-Lecture28-29-DesignRules 	LogResource
added 	LogAction
HM 	LogUser
assignment 	LogInformation
Assignment3 	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
Assignment3 	LogResource
HM 	LogUser
added 	LogAction
assignment 	LogInformation
assign 7630 	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
assign 7630 	LogResource
HM 	LogUser
added 	LogAction
assignment 	LogInformation
Assignment3 - Prototyping, User modeling, and adaptive interafces 	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
Assignment3 - Prototyping, User modeling, and adaptive interafces 	LogResource
HM 	LogUser
added 	LogAction
assignment 	LogInformation
resource 139863 	LogResource
SMH 	LogUser
added 	LogAction
assignment 	LogInformation
resource 139863 	LogResource
HM 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
HM 	LogUser
updated 	LogAction
forum 	LogInformation
forum 14325 	LogResource
HM 	LogUser
updated 	LogAction
the post 	LogInformation
Understandable/Confusing Design 	LogResource
updated 	LogAction
HM 	LogUser
the post 	LogInformation
forum 14325 	LogResource
HM 	LogUser
updated 	LogAction
the post 	LogInformation
General HCI Discussions 	LogResource
HM 	LogUser
updated 	LogAction
the post 	LogInformation
A tricoder.	LogResource
posted 	LogAction
AM 	LogUser
posted 	LogAction
AM 	LogUser
AM 	LogUser
posted 	LogAction
AM 	LogUser
posted 	LogAction
HM 	LogUser
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
viewed 	LogAction
HM 	LogUser
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
HM 	LogUser
viewed 	LogAction
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
M	LogAction
SA 	LogUser
viewed 	LogAction
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
AM 	LogUser
AM 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
AM 	LogUser
AM 	LogUser
viewed 	LogAction
viewed 	LogAction
AM 	LogUser
AM 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
SA 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
posted 	LogAction
AM 	LogUser
posted 	LogAction
AM 	LogUser
posted 	LogAction
AM 	LogUser
posted 	LogAction
AM 	LogUser
AM 	LogUser
posted 	LogAction
viewed 	LogAction
HM 	LogUser
SA 	LogUser
viewed 	LogAction
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
HM 	LogUser
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
HM 	LogUser
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
HM 	LogUser
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
HM 	LogUser
viewed 	LogAction
viewed 	LogAction
and 	Other
AM 	LogUser
viewed 	LogAction
AM 	LogUser
AM 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
AM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
viewed 	LogAction
AM 	LogUser
AM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
viewed 	LogAction
forum topic 	LogInformation
AM 	LogUser
forum topic 	LogInformation
viewed 	LogAction
SA 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AM 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AM 	LogUser
SA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
forum topic 	LogInformation
viewed 	LogAction
SA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
AM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
viewed 	LogAction
AM 	LogUser
forum topic 	LogInformation
forum topic 	LogInformation
viewed 	LogAction
SA 	LogUser
forum topic 	LogInformation
viewed 	LogAction
AM 	LogUser
posted 	LogAction
posted 	LogAction
AM 	LogUser
AM 	LogUser
posted 	LogAction
AM 	LogUser
posted 	LogAction
AM 	LogUser
AM 	LogUser
posted 	LogAction
forum discussion 	LogInformation
viewed 	LogAction
HM 	LogUser
SA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
forum discussion 	LogInformation
viewed 	LogAction
AM 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
HM 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SA 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
AM 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
HM 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
SA 	LogUser
forum discussion 	LogInformation
viewed 	LogAction
AM 	LogUser
